Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Liver	249/16290	7.793845993661853E-9	7.866346886626149E-8	0	0	3.3720833012464384	62.9565638750528	ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF2;COG1;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;TMEM135;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
B-lymphocyte	155/8270	1.645407991022048E-8	1.6229706093262927E-7	0	0	1.999350552030774	35.83374488709265	ITSN2;ZNF295;ACAA2;DGKB;POP4;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;OSBP;WWC3;LONP2;DIP2A;VPS39;MEF2A;USP8;PRKCI;MEF2C;SCARA5;EBF1;EBF2;COG1;ATP11A;LEMD2;FOXP1;TOM1L2;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;SRSF5;FKBP5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;YTHDC1;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;RNPC3;GNS;FHIT;MTMR6;ABR;ARHGAP20;ATXN2;HMBOX1;CALD1;EPB41L2;SAFB2;MAP4;NAA50;CCDC134;DENND4B;TPRG1;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;BTBD9;DNAJC16;CLK4;ARHGAP24;CLK1;CNOT4;AIMP2;SON;GON4L;GOLGB1;OGDH;STT3A;ZNF136;EIF4G3;OGT;CD22;ZNF254;PHF3;RERE;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;UBL3;ZNF407;RBM5;SH3D19;RBM33;PPP1R12A;DCAKD;VWA5A;IL16;FAM126B;ARID1B;DCN;CEACAM1;PEX6;PAFAH1B1;HDAC4;COL15A1;ZNF197;DDX24;WBP2;SFSWAP;FOXK1;RCHY1;TM9SF4;HDAC6;TM9SF3;FAM120B;VPS54;TCEB1;LRIG3;METTL7A;SASH1;GSN;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;MIB2;RSRC2;ATP2B1;TPD52L1;TTC19;MTOR;COL3A1;NFIA;NFIC;KANSL3;PCYOX1L;TACC1;MPHOSPH8
Parathyroid gland	182/10379	2.6772612568660323E-8	2.5820697455107955E-7	0	0	2.0264293419633224	35.33259178591154	ITSN2;CHIC1;ZNF295;ACAA2;POP4;ROGDI;FAM13A;SMEK2;DCAF5;IKZF5;HERC3;HPGDS;CREB3L2;OSBP;WWC3;LONP2;SLC16A7;DIP2A;MEF2A;PRKCI;MEF2C;IGFBP5;SCARA5;IL11RA;HGF;COG1;DNAJB14;FRS3;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;MAOB;MAOA;NPR1;YTHDC1;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;PLAC9;ADAMTS15;ABR;ARHGAP20;ATXN2;ATXN1;CALD1;EPB41L2;PIP5K1B;MAP4;KIAA0319L;MAP2K5;EDEM3;CCDC134;BBS1;SLC10A7;DENND4B;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;DNAJC16;CLK4;ARHGAP24;CNOT4;AIMP2;TMEM234;SON;GON4L;CILP;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CDKN1C;PHF3;ECM2;CCDC120;LDB1;NUMA1;MAST2;HP1BP3;USP34;WASL;CSAD;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;VWA5A;C10ORF10;WDR31;IL16;ABCC9;SYN3;FAM126B;ARID1B;SHROOM4;TGFBR3;CEACAM1;PEX6;ANGPTL1;PAFAH1B1;HDAC4;ERVFRD-1;COL15A1;DDX24;ADH1B;SFSWAP;SEMA3A;LAMA4;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;IL1RL1;CLEC3B;FAM120B;LRIG3;SASH1;GSN;MBD6;URGCP;SORT1;EYA2;STAT2;SYVN1;MIB2;SNX21;FMO2;RSRC2;ATP2B1;PODN;TPD52L1;TTC19;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;XPNPEP2;NFIC;KANSL3;PCYOX1L;TACC1;ATP13A2;MPHOSPH8
Olfactory bulb	95/4257	3.761697314269152E-8	3.549079639984374E-7	0	0	2.078594692722516	35.535260921202884	CDKN1C;RERE;ECM2;CCDC120;PHF1;MAST2;ROGDI;HP1BP3;USP34;LSP1;AKAP13;UBL3;CREB3L2;OSBP;LONP2;VPS39;RBM5;PRKCI;IGFBP5;C10ORF10;COG1;LEMD2;DCN;FOXP1;TGFBR3;C10ORF118;PPAP2A;PKP4;SRSF5;PAFAH1B1;IGSF8;CEP104;FOXC1;ZNF791;COL15A1;GYPC;MAOB;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;LAMA4;MGST1;SLC38A10;PIK3R1;RCHY1;GNS;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;HMBOX1;CLEC3B;MAN2A2;CALD1;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;SASH1;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;FMO2;RSRC2;PUM1;SORBS3;TTC19;HIPK2;CLK1;COL3A1;SON;CILP;DLC1;NFIC;PMP22;TACC1;OSBPL1A;OGT
Rectum	232/14744	5.177818109605673E-8	4.78121927567843E-7	0	0	2.455379726311693	41.1921795137414	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;SMG6;MECP2;AKAP13;DSTYK;UBL3;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;DENND4B;HOOK3;DNAJC16;CLK4;ARHGAP24;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;ATP13A2;SNTB2
Tonsil	222/13827	5.677841069758493E-8	5.133714633906637E-7	0	0	2.2729578029467774	37.92227727516029	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;HERC3;CREB3L2;LONP2;VPS39;MEF2A;PRKCI;MEF2C;EBF2;COG1;FRS3;CCDC80;AKAP9;C10ORF118;SIK3;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;GOLGB1;OGDH;CD22;CPEB4;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;VWA5A;WDR31;IL16;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ADH1B;FSTL1;TM9SF4;TM9SF3;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;HGF;DNAJB14;LEMD2;FOXP1;ST7L;TOM1L2;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;CCDC134;DENND4B;LHFP;HOOK3;BTBD9;DNAJC16;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2
Superior cervical ganglion	102/4740	5.805668389594067E-8	5.142163430783317E-7	0	0	2.024358691193639	33.729552751519456	ACAA2;DGKB;ROGDI;SMEK2;HERC3;CREB3L2;OSBP;LONP2;SLC16A7;VPS39;PRKCI;IGFBP5;LMO3;COG1;DNAJB14;LEMD2;FOXP1;C10ORF118;SRSF5;CEP104;ZNF791;GYPC;MAOA;NPR1;YTHDC1;TSHZ2;MGST1;SLC38A10;PIK3R1;FHIT;MTMR6;ADAMTS15;HMBOX1;MAN2A2;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;RAB27B;BRAF;PUM1;CLK1;SON;OSBPL1A;EIF4G3;OGT;CD22;PHF3;RERE;ECM2;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;AKAP13;UBL3;RBM5;DCN;TGFBR3;SLC7A6;PPAP2A;FOXC1;ZNF197;DDX24;WBP2;SFSWAP;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;HIPK2;COL3A1;NFIC;SAA1;PMP22;TACC1
Kidney	253/16989	1.1505107600834562E-7	9.9864333975244E-7	0	0	3.486238785115458	55.702738664810134	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;HOXD3;ZNF136;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Adrenal cortex	98/4574	1.5964947590210981E-7	1.3585857361081502E-6	0	0	1.9884941912421805	31.120501212644612	ACAA2;ROGDI;SMEK2;CREB3L2;OSBP;SCMH1;LONP2;SLC16A7;VPS39;IGFBP5;COG1;LEMD2;FOXP1;C10ORF118;SRSF5;CEP104;ZNF791;GYPC;NPR1;YTHDC1;TSHZ2;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;HMBOX1;MAN2A2;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK1;SON;OGDH;OSBPL1A;OGT;CDKN1C;PHF3;RERE;ECM2;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;FAM115A;AKAP13;UBL3;RBM5;EGFL7;DCN;TGFBR3;SLC7A6;PPAP2A;COL15A1;DDX24;WBP2;SFSWAP;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;IL1RL1;CLEC3B;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;FMO2;RSRC2;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;NFIC;SAA1;PMP22;TACC1
T-cell chronic lymphocytic leukemia cell	61/2344	1.6821022928910132E-7	1.4039084521436534E-6	0	0	2.274523252459857	35.47813031812017	ITSN2;PHF3;RERE;ZNF295;CCDC120;LDB1;NUMA1;MAST2;FAM13A;HP1BP3;USP34;LSP1;PTPN23;DCAF5;SMG6;MECP2;AKAP13;ZNF407;OSBP;RBM5;RBM33;USP8;PRKCI;PPP1R12A;ARID1B;AKAP9;SIK3;ULK1;PKP4;FKBP5;HDAC4;IGSF8;FOXC1;GYPC;DDX24;SFSWAP;FOXK1;PIK3R1;TM9SF3;ATXN2;HMBOX1;EPB41L2;SAFB2;MAP4;SORT1;INSR;PRRC2C;BRAF;PUM1;SORBS3;CNOT4;SON;NFIA;GOLGB1;NFIC;KANSL3;AAK1;TACC1;MPHOSPH8;EIF4G3;SNTB2
Cingulate cortex	102/4839	1.7157532581678377E-7	1.404975309518569E-6	0	0	1.9690526575943403	30.674381664254877	ACAA2;ROGDI;SMEK2;PRDM2;CREB3L2;OSBP;LONP2;VPS39;PRKCI;MEF2C;IGFBP5;LMO3;COG1;LEMD2;FOXP1;C10ORF118;SIK3;PKP4;SRSF5;IGSF8;CEP104;ZNF791;GYPC;MAOA;NPR1;YTHDC1;TSHZ2;MGST1;SLC38A10;PIK3R1;FHIT;MTMR6;ADAMTS15;HMBOX1;ATXN1;MAN2A2;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK1;SON;AAK1;OSBPL1A;EIF4G3;OGT;PHF3;RERE;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;FAM115A;MECP2;AKAP13;UBL3;IDS;RBM5;EGFL7;PPAP2A;PAFAH1B1;DDX24;WBP2;SFSWAP;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;SASH1;GSN;URGCP;MBOAT7;SYVN1;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;NFIC;SAA1;PMP22;TACC1;ATP13A2
Medulla oblongata	97/4544	2.3192778275444183E-7	1.8640121799153287E-6	0	0	1.9730594257414413	30.142112753005563	ACAA2;DGKB;ROGDI;SMEK2;PRDM2;CREB3L2;OSBP;LONP2;SLC16A7;VPS39;PRKCI;MEF2C;LMO3;COG1;LEMD2;FOXP1;C10ORF118;SIK3;PKP4;SRSF5;IGSF8;CEP104;ZNF791;GYPC;NPR1;YTHDC1;MGST1;SLC38A10;PIK3R1;FHIT;MTMR6;ADAMTS15;ABR;HMBOX1;ATXN1;MAN2A2;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK4;CLK1;SON;AAK1;OSBPL1A;EIF4G3;OGT;CDKN1C;RERE;CCDC120;PHF1;MAST2;HP1BP3;LSP1;MECP2;UBL3;IDS;RBM5;EGFL7;PPAP2A;PAFAH1B1;DDX24;WBP2;SFSWAP;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;NFIC;SAA1;PMP22;TACC1;ATP13A2
Small intestine	120/6152	5.156367568087644E-7	4.06884277190916E-6	0	0	1.8670288143599434	27.03058791231973	ACAA2;POP4;SMEK2;CREB3L2;OSBP;LONP2;VPS39;PRKCI;MEF2C;IGFBP5;COG1;LEMD2;PDGFRL;FOXP1;TMEM135;C10ORF118;SRSF5;FKBP5;GLYR1;CEP104;GYPC;MAOB;MAOA;NPR1;YTHDC1;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;ADAMTS15;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;TPRG1;LHFP;BSDC1;PRRC2C;PUM1;DNAJC16;CLK4;SON;GON4L;CILP;OGDH;STT3A;OSBPL1A;OGT;CD22;RERE;ECM2;CCDC120;MAST2;HP1BP3;WASL;LSP1;MECP2;GHR;AKAP13;UBL3;RBM5;EGFL7;PPP1R12A;VWA5A;ABCC9;DCN;TGFBR3;SLC25A16;PPAP2A;PAFAH1B1;COL15A1;HPGD;DDX24;ADH1B;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;SASH1;GSN;MBD6;NR1H2;MBOAT7;SYVN1;FMO2;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;HIPK2;TBX15;COL3A1;XPNPEP2;NFIC;SAA1;PMP22;TACC1
Subthalamic nucleus	93/4383	6.465554002580094E-7	5.010804351999573E-6	0	0	1.9352601156069364	27.580566513289604	PHF3;RERE;CCDC120;ACAA2;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;USP34;PRDM2;LSP1;MECP2;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;MEF2C;EGFL7;IGFBP5;LMO3;C10ORF10;COG1;LEMD2;FOXP1;C10ORF118;PPAP2A;SIK3;PKP4;SRSF5;PAFAH1B1;CEP104;ZNF791;GYPC;DDX24;MAOA;NPR1;YTHDC1;WBP2;SFSWAP;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ATXN1;MAN2A2;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;SORBS3;TTC19;MTOR;HIPK2;CLK1;SON;NFIC;SAA1;AAK1;PMP22;TACC1;ATP13A2;OSBPL1A;MPHOSPH8;OGT
Ophthalmic nerve	78/3453	7.232920760542343E-7	5.507171245746275E-6	0	0	2.011035460992908	28.434940815774723	PHF3;RERE;ECM2;CCDC120;ACAA2;DGKB;PHF1;MAST2;SMEK2;HP1BP3;LSP1;AKAP13;UBL3;CREB3L2;OSBP;LONP2;SLC16A7;VPS39;RBM5;IGFBP5;C10ORF10;COG1;LEMD2;DCN;TGFBR3;C10ORF118;PPAP2A;SRSF5;CEP104;ZNF791;COL15A1;GYPC;DDX24;MAOA;ADH1B;NPR1;YTHDC1;WBP2;SFSWAP;MGST1;SLC38A10;PIK3R1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;CLEC3B;MAN2A2;CALD1;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;LHFP;MBOAT7;BSDC1;PRRC2C;PUM1;SORBS3;TTC19;HIPK2;COL3A1;SON;SAA1;PMP22;TACC1;OSBPL1A
Pons	92/4336	7.74267438240599E-7	5.785414770883025E-6	0	0	1.9298103069106352	27.155033358930517	PHF3;RERE;CCDC120;ACAA2;DGKB;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;LSP1;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;MEF2C;EGFL7;IGFBP5;LMO3;COG1;LEMD2;DCN;FOXP1;C10ORF118;PPAP2A;SIK3;PKP4;SRSF5;PAFAH1B1;IGSF8;CEP104;ZNF791;GYPC;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;TSHZ2;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ATXN1;MAN2A2;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;CLK1;SON;NFIC;SAA1;PMP22;TACC1;ATP13A2;OSBPL1A;OGT
